Train_No,Journey_Duration_Minutes,Total_Distance,Number_of_Stops
67275,105.0,59,16
67276,115.0,59,16
67277,165.0,96,21
67278,180.0,96,21
67279,190.0,154,19
67280,205.0,154,19
67282,155.0,142,18
67291,75.0,60,10
67292,80.0,60,10
67293,95.0,60,10
67294,150.0,130,18
67295,105.0,79,15
67296,117.0,97,11
67297,225.0,138,25
67298,240.0,138,25
67299,290.0,149,27
67300,265.0,149,28
68001,170.0,148,14
68003,230.0,215,23
68004,257.0,214,23
68005,195.0,137,18
68006,180.0,137,19
68007,285.0,188,43
68008,157.0,147,14
68009,75.0,62,9
68010,100.0,62,9
68011,160.0,137,18
68012,155.0,137,18
68013,160.0,137,19
68014,190.0,137,18
68015,150.0,137,18
68016,160.0,137,18
68017,455.0,238,39
68018,460.0,238,39
68019,425.0,284,40
68020,365.0,284,41
68021,160.0,120,18
68022,160.0,120,18
68023,280.0,188,27
68024,245.0,189,27
68047,50.0,40,6
68048,55.0,40,6
68053,90.0,71,11
68054,85.0,70,11
68055,305.0,171,29
68056,275.0,170,29
68057,50.0,39,7
68058,55.0,39,7
68059,175.0,112,19
68060,200.0,112,19
68063,65.0,41,9
68069,65.0,41,9
68070,60.0,41,9
68071,140.0,70,16
68072,65.0,40,9
68073,25.0,11,5
68074,90.0,40,12
68075,35.0,29,5
68076,40.0,29,5
68077,75.0,40,9
68078,65.0,40,9
68079,90.0,37,7
68080,105.0,37,7
68081,55.0,53,8
68082,95.0,84,13
68088,230.0,121,19
68089,160.0,155,20
68090,180.0,155,20
68091,83.0,51,9
68092,80.0,51,7
68093,90.0,51,10
68094,95.0,51,10
68097,110.0,108,15
68098,115.0,108,15
68643,15.0,8,2
68644,15.0,8,2
68645,12.0,8,2
68646,15.0,8,2
68685,187.0,130,22
68686,145.0,117,18
68688,155.0,117,18
68689,153.0,117,18
68690,173.0,130,22
68701,55.0,48,10
68702,55.0,41,11
68703,55.0,48,10
68704,60.0,41,11
68705,130.0,109,18
68706,395.0,214,33
68707,60.0,48,10
68708,60.0,34,11
68709,135.0,109,18
68710,135.0,102,19
68711,90.0,73,9
68712,85.0,73,9
68713,160.0,127,17
68714,195.0,126,17
68715,150.0,127,17
68716,165.0,126,17
68717,55.0,48,10
68718,50.0,41,7
68719,140.0,112,15
68721,140.0,109,18
68723,105.0,73,9
68724,260.0,175,27
68725,60.0,48,10
68726,65.0,41,10
68727,145.0,112,15
68728,130.0,111,15
68729,125.0,109,18
68730,150.0,102,19
68731,135.0,97,15
68732,135.0,97,15
68733,140.0,97,15
68734,135.0,97,15
68735,150.0,135,18
68736,150.0,135,17
68737,175.0,135,18
68738,145.0,133,15
68739,160.0,100,13
68740,175.0,100,13
68741,170.0,133,17
68742,180.0,133,17
68743,170.0,127,17
68744,175.0,126,17
68745,315.0,209,29
68746,290.0,209,28
68747,500.0,320,37
68748,475.0,318,37
68749,340.0,215,25
68750,345.0,215,25
69101,175.0,99,20
69102,195.0,99,20
69104,90.0,35,9
69105,125.0,63,13
69106,95.0,63,13
69107,190.0,99,20
69108,165.0,99,20
69109,210.0,128,23
69110,190.0,128,24
69111,190.0,128,23
69112,200.0,128,23
69113,180.0,99,20
69114,180.0,99,20
69115,170.0,99,20
69116,80.0,63,7
69117,225.0,146,21
69118,190.0,147,21
69119,230.0,146,21
69120,205.0,147,21
69121,115.0,72,11
69122,115.0,72,11
69123,130.0,78,13
69124,135.0,78,13
69125,130.0,78,13
69126,140.0,78,13
69127,105.0,63,13
69128,100.0,63,13
69129,115.0,63,13
69130,100.0,63,13
69131,65.0,31,5
69132,65.0,31,5
69133,50.0,29,6
69134,50.0,29,6
69135,50.0,29,6
69136,50.0,29,6
69137,75.0,35,8
69138,70.0,35,8
69139,370.0,232,34
69140,290.0,206,30
69141,180.0,117,22
69142,180.0,117,22
69143,110.0,89,12
69144,110.0,89,12
69145,130.0,78,13
69146,135.0,78,13
69147,140.0,78,13
69149,430.0,265,41
69150,445.0,265,42
69151,110.0,68,13
69152,125.0,68,13
69153,85.0,54,9
69154,75.0,54,9
69161,215.0,137,20
69164,205.0,137,19
69165,105.0,65,11
69166,100.0,65,11
69167,95.0,65,9
69168,95.0,65,11
69169,265.0,160,23
69171,95.0,58,11
69172,110.0,58,12
69173,76.0,63,8
69174,100.0,89,10
69181,130.0,114,14
69182,145.0,114,14
69183,55.0,44,6
69184,60.0,44,6
69185,85.0,54,8
69186,85.0,54,8
69187,185.0,114,14
69188,170.0,114,14
69189,245.0,152,23
69190,265.0,153,23
69191,195.0,95,17
69192,175.0,95,17
69195,95.0,61,6
69196,95.0,61,6
70101,170.0,115,12
70102,135.0,119,12
70103,200.0,115,12
70104,165.0,119,12
70105,425.0,324,30
70106,420.0,326,30
71081,60.0,41,6
71082,146.0,86,13
71083,60.0,41,6
71084,52.0,41,6
71085,52.0,41,6
71086,60.0,41,6
71088,70.0,51,8
71089,185.0,105,13
71092,160.0,105,17
71093,60.0,41,6
71094,60.0,41,6
71095,155.0,105,13
71096,185.0,105,13
71401,80.0,43,6
71402,190.0,121,16
71403,110.0,77,11
71404,200.0,121,16
71405,80.0,43,6
71407,123.0,77,11
71408,98.0,77,11
71409,138.0,77,11
71410,100.0,77,11
71411,108.0,77,11
71413,555.0,265,32
71414,515.0,265,33
71415,455.0,265,33
71416,455.0,265,31
71901,65.0,51,8
71902,75.0,51,8
71903,220.0,148,22
71904,195.0,148,22
71905,100.0,51,8
71906,80.0,51,8
71907,230.0,148,22
71908,195.0,148,22
71909,205.0,136,15
71910,225.0,136,15
72171,35.0,18,4
72172,35.0,18,4
72173,35.0,18,4
72174,35.0,18,4
72175,35.0,18,4
72176,35.0,18,4
72177,35.0,18,4
72178,35.0,18,4
72179,35.0,18,4
72180,35.0,18,4
72203,85.0,34,6
72204,85.0,35,6
72205,90.0,34,6
72206,90.0,35,6
72207,90.0,34,6
72208,85.0,35,6
72209,80.0,34,6
72210,80.0,35,6
72451,260.0,95,3
72452,270.0,95,3
73011,150.0,111,19
73012,150.0,111,19
73021,110.0,59,11
73022,100.0,59,11
73031,110.0,65,13
73032,120.0,65,13
73033,75.0,44,9
73034,86.0,44,9
73035,220.0,127,23
73036,214.0,127,23
73037,70.0,54,10
73038,90.0,54,10
73151,420.0,261,48
73152,410.0,261,48
73211,65.0,10,5
73212,55.0,10,5
73213,115.0,19,12
73214,145.0,19,12
73215,50.0,6,7
73216,45.0,6,7
73261,180.0,64,12
73262,210.0,64,12
73263,155.0,64,12
73264,205.0,64,12
73421,82.0,45,13
73422,75.0,44,13
73425,85.0,45,10
73426,70.0,45,10
73427,90.0,45,11
73428,78.0,45,11
73429,85.0,47,13
73430,87.0,47,14
73451,105.0,56,10
73452,105.0,56,10
73453,93.0,56,10
73454,105.0,56,10
73461,60.0,28,5
73462,60.0,28,5
73463,60.0,28,5
73464,60.0,28,5
73538,225.0,132,18
73539,220.0,132,18
73581,110.0,61,9
73582,110.0,61,9
73901,70.0,39,2
73902,80.0,39,2
73903,65.0,39,2
73904,75.0,39,2
73905,55.0,39,2
73911,70.0,28,6
73912,74.0,28,2
73913,80.0,28,2
73914,70.0,28,6
73916,72.0,28,2
74001,150.0,82,18
74002,155.0,82,18
74003,160.0,82,18
74004,165.0,82,18
74011,135.0,69,17
74012,155.0,69,17
74013,405.0,246,41
74014,410.0,247,41
74015,180.0,138,16
74016,185.0,138,16
74017,105.0,81,8
74018,105.0,81,8
74019,150.0,89,14
74020,155.0,89,14
74021,310.0,163,36
74022,220.0,93,24
74023,180.0,93,24
74024,315.0,163,36
74025,210.0,93,24
74026,205.0,93,24
74027,135.0,54,15
74028,145.0,54,15
74029,165.0,89,14
74030,155.0,89,14
74031,25.0,11,3
74032,100.0,47,11
74033,95.0,47,11
74034,25.0,11,3
74035,25.0,11,3
74036,95.0,47,11
74037,95.0,47,11
74038,25.0,11,3
74201,345.0,172,25
74202,295.0,172,25
74301,135.0,47,9
74302,120.0,47,8
74303,120.0,47,9
74304,120.0,47,9
74305,135.0,47,9
74306,150.0,47,9
74601,95.0,49,6
74602,95.0,49,6
74603,95.0,49,6
74604,95.0,49,6
74605,95.0,49,6
74606,95.0,49,6
74607,95.0,49,6
74608,95.0,49,6
74611,120.0,89,12
74612,120.0,89,12
74613,60.0,45,6
74614,185.0,134,17
74615,200.0,134,17
74616,55.0,45,6
74617,65.0,45,6
74618,60.0,45,6
74619,175.0,134,9
74620,140.0,134,9
74621,60.0,45,6
74622,55.0,45,6
74623,55.0,45,6
74624,65.0,45,6
74625,170.0,134,17
74626,200.0,134,17
74627,180.0,134,17
74628,190.0,134,17
74629,180.0,134,17
74630,170.0,134,17
74631,140.0,89,12
74632,130.0,89,12
74633,125.0,89,12
74634,125.0,89,12
74635,120.0,89,12
74636,125.0,89,12
74637,140.0,89,12
74638,140.0,89,12
74639,125.0,89,12
74640,125.0,89,12
74641,95.0,68,10
74642,120.0,78,12
74643,110.0,78,12
74644,130.0,78,11
74645,270.0,170,22
74646,315.0,170,21
74647,85.0,56,8
74648,165.0,77,10
74651,90.0,53,9
74652,85.0,45,8
74653,78.0,45,8
74654,85.0,45,8
74655,82.0,45,8
74656,85.0,45,8
74657,78.0,45,8
74658,110.0,53,9
74661,40.0,25,4
74662,45.0,25,4
74663,40.0,25,4
74664,50.0,25,4
74671,205.0,106,17
74672,185.0,106,17
74673,178.0,98,16
74674,150.0,98,16
74675,165.0,106,16
74676,175.0,106,16
74681,135.0,77,5
74682,130.0,77,5
74683,120.0,72,4
74684,125.0,77,5
74685,125.0,72,4
74686,113.0,72,4
74687,130.0,77,5
74688,113.0,72,4
74691,110.0,58,6
74692,155.0,58,6
74801,35.0,14,2
74802,35.0,14,2
74803,30.0,14,2
74804,30.0,14,2
74805,30.0,14,2
74806,30.0,14,2
74807,30.0,14,2
74808,30.0,14,2
74809,30.0,14,2
74810,30.0,14,2
74811,30.0,14,2
74812,30.0,14,2
74813,30.0,14,2
74814,30.0,14,2
74815,30.0,14,2
74816,30.0,14,2
74817,30.0,14,2
74818,30.0,14,2
74831,265.0,185,19
74832,220.0,185,19
74833,390.0,313,29
74834,380.0,313,29
74835,665.0,471,49
74836,675.0,471,49
74837,635.0,348,39
74838,525.0,348,39
74839,285.0,208,24
74840,285.0,209,24
74841,445.0,302,35
74842,445.0,303,35
74843,300.0,208,24
74844,290.0,209,24
74845,305.0,211,28
74846,315.0,211,28
74847,300.0,211,28
74848,320.0,211,28
74849,75.0,48,8
74850,70.0,47,8
74851,75.0,48,8
74852,70.0,47,8
74853,75.0,48,8
74854,70.0,47,8
74855,155.0,142,14
74856,185.0,142,14
74857,125.0,90,9
74858,125.0,90,9
74901,175.0,115,18
74902,180.0,115,18
74903,170.0,115,18
74904,190.0,115,18
74906,90.0,53,6
74907,95.0,53,6
74909,285.0,152,19
74910,245.0,152,19
74911,80.0,42,7
74912,75.0,42,7
74913,75.0,42,7
74914,70.0,42,7
74915,70.0,42,7
74916,60.0,42,7
74917,65.0,42,7
74918,75.0,42,7
74919,70.0,42,7
74920,85.0,42,7
74923,225.0,121,18
74924,175.0,111,16
74931,200.0,117,18
74932,175.0,117,15
74933,185.0,117,18
74934,215.0,117,18
74935,220.0,117,18
74936,200.0,117,18
74937,190.0,117,18
74938,195.0,117,18
74939,175.0,117,14
74940,180.0,117,18
74941,60.0,31,2
74942,60.0,31,2
74943,60.0,31,2
74944,60.0,31,2
74945,60.0,31,2
74946,60.0,31,2
74947,60.0,31,2
74948,60.0,31,2
74951,200.0,87,17
74952,195.0,87,17
74953,185.0,87,17
74954,175.0,87,17
74961,200.0,123,20
74962,210.0,123,20
74963,210.0,123,20
74964,205.0,123,20
74965,130.0,77,15
74966,120.0,77,15
74967,130.0,77,15
74968,120.0,77,15
74969,130.0,77,15
74970,135.0,77,15
74971,125.0,88,14
74972,140.0,88,14
74973,140.0,88,14
74974,130.0,88,14
74975,160.0,88,14
74976,130.0,88,14
74977,135.0,88,14
74978,145.0,88,14
74981,120.0,80,13
74982,120.0,80,13
74983,115.0,80,13
74984,115.0,80,13
74985,185.0,122,19
74986,165.0,122,18
74987,155.0,122,14
74988,200.0,122,19
74991,330.0,215,23
74992,430.0,215,23
74993,70.0,41,7
74994,55.0,41,7
75002,375.0,220,36
75003,185.0,112,22
75004,220.0,112,22
75005,420.0,221,36
75007,360.0,220,24
75008,390.0,220,24
75009,200.0,127,22
75010,140.0,98,18
75011,250.0,138,24
75012,305.0,166,27
75013,180.0,81,19
75014,190.0,81,19
75015,205.0,81,19
75016,185.0,81,19
75101,215.0,136,22
75102,230.0,136,22
75103,195.0,126,20
75104,245.0,117,20
75105,420.0,214,37
75106,405.0,214,37
75107,225.0,118,22
75109,150.0,88,14
75111,315.0,154,25
75112,335.0,156,25
75113,290.0,156,24
75114,365.0,156,24
75115,365.0,203,30
75116,415.0,203,30
75201,95.0,53,13
75202,125.0,53,12
75207,375.0,169,23
75208,340.0,169,22
75209,270.0,105,16
75210,225.0,105,16
75211,250.0,111,19
75212,275.0,111,19
75213,95.0,29,5
75214,60.0,29,5
75221,165.0,53,12
75222,125.0,53,13
75225,395.0,187,23
75226,360.0,187,23
75227,379.0,187,29
75228,300.0,150,16
75229,300.0,150,16
75230,395.0,187,31
75231,255.0,129,18
75232,325.0,129,20
75233,150.0,82,9
75234,155.0,82,9
75235,155.0,87,13
75236,220.0,87,13
75237,230.0,159,20
75238,280.0,159,19
75253,75.0,37,8
75254,95.0,37,8
75255,250.0,132,14
75256,255.0,132,14
75271,180.0,97,17
75272,165.0,97,17
75273,180.0,97,17
75274,180.0,97,17
75279,80.0,54,7
75280,162.0,54,5
75707,350.0,217,28
75708,345.0,217,28
75713,300.0,181,20
75714,300.0,181,20
75715,375.0,210,30
75716,400.0,210,30
75717,345.0,183,29
75718,365.0,183,29
75719,420.0,251,45
75720,420.0,251,44
75721,125.0,63,12
75722,135.0,64,12
75723,250.0,208,19
75724,265.0,208,19
75727,145.0,100,8
75728,160.0,100,7
75729,270.0,167,16
75730,265.0,166,16
75733,90.0,33,8
75734,85.0,33,8
75735,90.0,33,8
75736,90.0,33,8
75737,90.0,33,8
75738,90.0,33,8
75739,90.0,33,8
75740,85.0,33,8
75743,355.0,204,33
75744,365.0,204,33
75745,175.0,107,19
75746,180.0,108,19
75747,90.0,40,11
75748,80.0,40,11
75749,145.0,61,15
75750,130.0,61,15
75901,90.0,54,4
75902,195.0,101,14
75903,195.0,101,14
75904,75.0,54,4
75905,80.0,47,4
75906,195.0,101,14
75907,205.0,101,14
75908,75.0,47,4
75911,85.0,40,8
75912,85.0,39,8
76501,30.0,17,2
76502,30.0,17,2
76503,30.0,17,2
76504,45.0,17,2
76505,140.0,81,12
76506,145.0,81,10
76507,85.0,64,10
76508,125.0,68,11
76523,95.0,62,9
76524,90.0,61,9
76525,285.0,201,31
76526,305.0,201,31
76551,270.0,157,22
76552,255.0,157,22
76553,190.0,150,15
76554,190.0,150,15
76800,55.0,26,9
76803,55.0,26,9
76804,55.0,26,9
76805,160.0,93,12
76806,150.0,93,12
76807,195.0,150,14
76808,195.0,150,14
76812,195.0,94,19
76813,65.0,28,4
76814,25.0,10,2
76815,180.0,94,19
76817,25.0,10,2
76818,90.0,27,6
76820,80.0,49,8
76821,90.0,49,9
76822,80.0,49,9
76823,85.0,49,9
76824,80.0,49,9
76825,110.0,70,16
76826,115.0,70,16
76827,90.0,49,9
76828,85.0,49,9
76829,85.0,49,9
76830,140.0,89,10
76831,125.0,89,10
76833,120.0,75,15
76834,125.0,75,15
76835,130.0,75,18
76836,135.0,75,18
76837,215.0,127,11
76838,175.0,127,11
76839,130.0,89,10
76840,120.0,89,10
76841,285.0,180,26
76842,290.0,180,27
76845,180.0,122,23
76846,205.0,122,23
76847,185.0,139,17
76848,200.0,139,17
76849,190.0,139,17
76850,180.0,139,17
76851,305.0,145,26
76852,260.0,145,25
76853,260.0,134,25
76854,240.0,134,25
77201,65.0,44,4
77202,175.0,94,15
77203,205.0,94,21
77204,190.0,94,21
77205,70.0,30,8
77206,240.0,109,20
77207,140.0,81,14
77208,175.0,80,12
77209,65.0,36,8
77211,55.0,36,8
77212,150.0,81,18
77213,85.0,44,11
77214,85.0,44,11
77215,150.0,81,18
77216,65.0,36,8
77218,165.0,81,18
77219,85.0,36,8
77220,65.0,36,7
77221,60.0,32,6
77222,100.0,59,12
77223,100.0,59,12
77224,105.0,59,12
77225,60.0,33,8
77226,60.0,33,8
77227,60.0,33,8
77228,60.0,33,8
77229,125.0,59,12
77230,85.0,32,6
77231,215.0,109,24
77232,140.0,65,14
77233,60.0,29,6
77234,65.0,36,8
77235,65.0,36,8
77237,145.0,70,18
77238,140.0,68,18
77239,95.0,47,10
77240,85.0,46,12
77241,200.0,99,21
77242,165.0,68,15
77243,145.0,49,12
77244,90.0,46,9
77245,45.0,25,5
77246,60.0,33,7
77247,60.0,33,6
77248,275.0,169,23
77249,215.0,143,19
77250,45.0,25,5
77251,225.0,141,14
77252,220.0,144,14
77253,275.0,145,13
77254,230.0,146,14
77255,190.0,142,14
77256,180.0,144,14
77257,240.0,83,5
77258,210.0,83,5
77259,190.0,148,8
77260,295.0,148,8
77261,185.0,81,18
77262,140.0,81,18
77263,85.0,44,9
77264,200.0,94,19
77265,145.0,76,11
77266,80.0,46,12
77267,115.0,65,13
77268,90.0,44,9
77269,150.0,81,18
77270,165.0,81,18
77271,120.0,44,12
77272,120.0,44,12
77273,70.0,47,3
77274,115.0,47,3
77281,50.0,31,8
77282,70.0,25,5
77283,65.0,32,6
77284,60.0,32,6
77285,55.0,25,5
77286,60.0,31,8
77287,50.0,31,8
77288,40.0,25,5
77289,65.0,32,6
77290,45.0,25,5
77291,310.0,177,23
77292,290.0,178,25
77293,145.0,70,17
77294,225.0,98,25
77295,395.0,171,36
77297,235.0,130,17
77298,550.0,272,45
77401,240.0,161,12
77402,230.0,161,12
77403,235.0,161,12
77404,225.0,161,12
77405,45.0,14,3
77406,45.0,14,3
77414,170.0,121,13
77415,170.0,122,15
77416,85.0,49,9
77417,80.0,50,9
77418,315.0,197,22
77419,305.0,197,21
77601,80.0,26,14
77602,110.0,39,23
77603,85.0,40,17
77604,60.0,25,20
77605,70.0,27,21
77606,75.0,40,17
77607,65.0,26,14
77608,60.0,26,14
77609,135.0,53,26
77610,85.0,40,17
77611,35.0,13,11
77612,45.0,13,11
77613,70.0,40,17
77614,82.0,40,17
77615,70.0,26,14
77616,95.0,26,14
77617,73.0,40,17
77618,85.0,40,17
77619,70.0,26,14
77622,80.0,52,7
77623,85.0,52,7
77630,60.0,27,14
77631,25.0,13,4
77632,25.0,13,4
77633,18.0,13,4
77634,20.0,13,4
77635,35.0,13,4
77638,20.0,13,4
77640,19.0,13,4
77641,18.0,13,4
77642,20.0,13,4
77643,20.0,13,4
77645,57.0,27,14
77647,40.0,13,4
77649,50.0,27,14
77651,225.0,108,8
77652,225.0,108,8
77653,90.0,52,4
77654,90.0,52,4
77655,225.0,108,8
77656,225.0,108,8
77657,405.0,253,19
77658,440.0,253,19
77671,140.0,105,17
77672,145.0,105,21
77673,255.0,154,18
77674,245.0,154,18
77675,220.0,154,17
77676,205.0,59,6
77677,75.0,59,6
77678,220.0,154,17
77679,110.0,39,23
77680,75.0,39,23
77681,90.0,39,23
77682,75.0,39,23
77683,225.0,151,14
77684,195.0,151,14
77689,100.0,57,5
77690,95.0,57,5
77691,160.0,151,14
77693,365.0,237,22
77694,360.0,237,21
77695,240.0,129,14
77696,270.0,129,14
78009,85.0,55,8
78010,85.0,55,8
78011,80.0,55,8
78012,110.0,72,11
78013,95.0,69,10
78014,47.0,17,5
78015,48.0,17,5
78016,96.0,69,10
78017,100.0,69,10
78018,55.0,17,5
78019,53.0,17,5
78020,77.0,51,7
78031,265.0,116,9
78032,265.0,116,9
78033,210.0,147,19
78034,220.0,147,19
78051,171.0,113,26
78052,165.0,113,26
78053,166.0,113,26
78054,170.0,113,26
78055,171.0,113,26
78056,165.0,113,26
78057,60.0,40,8
78058,55.0,40,8
78059,171.0,113,26
78060,164.0,113,26
78061,161.0,113,26
78101,125.0,96,15
78102,130.0,96,15
78103,235.0,150,23
78104,265.0,150,23
78502,60.0,27,8
78503,255.0,165,28
78504,220.0,165,28
78505,100.0,73,10
78511,40.0,16,4
78512,40.0,16,4
78513,40.0,16,4
78514,40.0,16,4
78515,40.0,16,4
78516,40.0,16,4
78517,40.0,16,4
78518,40.0,16,4
78519,40.0,16,4
78520,40.0,16,4
78531,85.0,60,10
78534,185.0,142,18
78801,150.0,89,16
78802,140.0,87,16
78803,155.0,89,16
78804,140.0,87,16
78805,140.0,89,16
78806,155.0,87,16
78807,105.0,60,12
78808,95.0,58,12
78809,140.0,89,16
78810,140.0,87,16
78811,80.0,47,9
78812,80.0,46,9
78813,80.0,47,9
78814,80.0,46,9
78815,225.0,149,19
78816,195.0,129,18
78817,125.0,89,10
78818,155.0,104,11
78819,460.0,249,28
78820,355.0,249,28
78821,165.0,89,16
78822,155.0,87,16
78824,120.0,89,10
78825,120.0,87,10
78826,120.0,87,10
78827,120.0,89,10
79301,385.0,242,26
79302,425.0,242,26
79303,255.0,188,19
79304,240.0,188,18
79305,230.0,139,20
79306,220.0,139,20
79307,60.0,21,6
79308,55.0,21,6
79309,240.0,139,20
79310,230.0,139,20
79311,55.0,21,6
79312,55.0,21,6
79313,245.0,139,20
79314,230.0,139,20
79315,55.0,21,6
79316,55.0,21,6
79317,235.0,139,20
79318,220.0,139,20
79319,55.0,21,6
79320,55.0,21,6
79321,55.0,21,6
79322,55.0,21,6
79323,55.0,21,6
79324,55.0,21,6
79325,55.0,21,6
79326,55.0,21,6
79413,105.0,51,13
79414,90.0,51,13
79415,105.0,51,13
79416,90.0,51,13
79417,100.0,51,13
79418,100.0,51,13
79419,100.0,51,13
79420,100.0,51,13
79421,100.0,51,13
79422,100.0,51,13
79423,105.0,51,13
79424,100.0,51,13
79425,100.0,51,13
79426,90.0,51,13
79427,100.0,51,13
79428,100.0,51,13
79429,115.0,63,5
79430,90.0,63,5
79431,100.0,68,10
79432,135.0,68,10
79433,185.0,109,15
79434,175.0,109,15
79435,180.0,109,15
79436,170.0,109,15
79437,195.0,118,17
79438,170.0,117,17
79441,45.0,28,5
79442,45.0,28,5
79443,50.0,28,5
79444,45.0,28,5
79445,215.0,98,14
79446,45.0,28,5
79447,45.0,28,5
79448,45.0,28,6
79449,90.0,47,7
79450,90.0,47,7
79451,45.0,28,5
79452,45.0,28,5
79453,45.0,28,5
79454,240.0,98,16
79455,170.0,105,19
79456,175.0,105,19
79457,60.0,36,2
79458,60.0,36,2
79459,60.0,36,2
79460,60.0,36,2
79481,115.0,39,2
79482,105.0,39,2
79483,105.0,39,2
79484,110.0,39,2
79485,110.0,1,2
79486,110.0,1,2
79487,110.0,1,2
79488,110.0,1,2
79489,110.0,1,2
79490,110.0,1,2
82355,1625.0,1712,7
82601,775.0,649,11
82606,720.0,649,15
82631,765.0,695,13
82635,960.0,849,18
82651,3415.0,3211,22
82652,3440.0,3212,22
82653,2585.0,2440,22
82654,2630.0,2440,18
82665,369.0,668,15
82666,368.0,663,15
90540,103.0,60,2
90981,86.0,59,2
91392,21.0,10,2
91393,20.0,10,2
91394,20.0,10,2
91395,20.0,10,2
91396,21.0,10,2
91491,20.0,10,2
93001,75.0,63,2
93002,114.0,101,2
93003,78.0,63,2
93004,80.0,63,2
93005,152.0,123,2
93006,164.0,123,2
93007,176.0,123,2
93008,113.0,89,2
93009,132.0,101,2
93010,75.0,63,2
93011,85.0,63,2
93012,75.0,63,2
93013,109.0,89,2
93014,75.0,63,2
93015,172.0,123,2
93016,155.0,123,2
93017,80.0,63,2
93018,75.0,63,2
93019,80.0,63,2
93020,133.0,113,2
93021,80.0,63,2
93022,147.0,113,2
93023,100.0,63,2
93024,75.0,63,2
93025,163.0,123,2
93026,159.0,123,2
93027,148.0,113,2
93028,166.0,123,2
93029,145.0,113,2
93030,152.0,123,2
93031,75.0,63,8
93032,75.0,63,2
93033,158.0,123,2
93034,75.0,63,9
93101,78.0,63,9
93102,80.0,63,9
93103,152.0,123,17
93104,75.0,63,9
93105,85.0,63,9
93109,80.0,63,9
95001,56.0,49,10
95002,58.0,49,8
95003,58.0,49,10
95004,62.0,49,8
95005,58.0,49,10
95006,58.0,49,8
95007,57.0,49,10
95008,58.0,49,8
95009,57.0,49,10
95010,58.0,49,8
95011,56.0,49,10
95012,59.0,49,8
95013,57.0,49,8
95101,52.0,46,9
95102,50.0,46,7
95103,53.0,46,9
95104,50.0,46,7
95105,51.0,46,9
95106,51.0,46,7
95107,50.0,46,9
95108,51.0,46,7
95109,50.0,46,9
95110,50.0,46,7
95111,50.0,46,9
95112,50.0,46,7
95113,51.0,46,9
95114,50.0,46,7
95115,50.0,46,9
95116,50.0,46,7
95117,50.0,46,9
95118,51.0,46,7
95119,50.0,46,9
95120,50.0,46,7
95121,52.0,46,9
95122,50.0,46,7
95123,50.0,46,9
95124,51.0,46,7
95125,50.0,46,9
95126,50.0,46,7
95127,51.0,46,9
95128,50.0,46,7
95129,52.0,46,9
95130,50.0,46,7
95131,50.0,46,9
95132,50.0,46,7
95134,51.0,46,7
95136,50.0,46,7
95138,50.0,46,7
95140,52.0,46,7
95142,50.0,46,7
95144,50.0,46,7
95201,18.0,14,5
95202,19.0,14,3
95203,22.0,14,5
95204,18.0,14,3
95205,19.0,14,5
95206,19.0,14,3
95207,20.0,14,5
95208,20.0,14,3
95209,19.0,14,5
95210,19.0,14,3
95211,19.0,14,5
95212,20.0,14,3
95213,19.0,14,5
95214,20.0,14,3
95215,22.0,14,5
95216,20.0,14,3
95217,21.0,14,5
95218,19.0,14,3
95219,19.0,14,5
95220,19.0,14,3
95221,18.0,14,5
95222,19.0,14,3
95223,21.0,14,5
95224,19.0,14,3
95225,20.0,14,5
95226,19.0,14,3
95227,19.0,14,5
95228,19.0,14,3
95229,20.0,14,5
95230,20.0,14,3
95231,20.0,14,5
95232,19.0,14,3
95233,20.0,14,5
95234,21.0,14,3
95235,19.0,14,5
95236,19.0,14,3
95237,19.0,14,5
95239,21.0,14,5
95241,21.0,14,5
95301,12.0,6,4
95302,12.0,6,2
95303,13.0,6,4
95304,12.0,6,2
95305,12.0,6,4
95306,12.0,6,2
95307,12.0,6,4
95308,12.0,6,2
95309,13.0,6,4
95310,12.0,6,2
95311,14.0,6,4
95312,12.0,6,2
95313,12.0,6,4
95314,12.0,6,2
95315,12.0,6,4
95316,12.0,6,2
95317,11.0,6,4
95318,13.0,6,2
95319,13.0,6,4
95320,12.0,6,2
95321,11.0,6,4
95322,12.0,6,2
95323,12.0,6,4
95324,12.0,6,2
95325,12.0,6,4
95326,12.0,6,2
95327,14.0,6,4
95328,12.0,6,2
95329,12.0,6,4
95330,12.0,6,2
95331,12.0,6,4
95332,12.0,6,2
95334,14.0,6,2
95336,13.0,6,2
95338,13.0,6,2
95340,13.0,6,2
95342,12.0,6,2
95401,76.0,67,12
95402,70.0,67,10
95403,70.0,67,12
95404,71.0,67,10
95405,71.0,67,12
95406,73.0,67,10
95407,73.0,67,12
95408,72.0,67,10
95409,70.0,67,12
95410,71.0,67,10
95411,70.0,67,12
95412,70.0,67,10
95413,70.0,67,12
95414,71.0,67,10
95415,70.0,67,12
95416,71.0,67,10
95417,70.0,67,12
95418,70.0,67,10
95419,72.0,67,12
95420,71.0,67,10
95421,71.0,67,12
95422,71.0,67,10
95423,71.0,67,12
95424,70.0,67,10
95425,71.0,67,12
95426,70.0,67,10
95428,70.0,67,10
95430,70.0,67,10
95501,35.0,32,7
95502,36.0,32,5
95503,39.0,32,7
95504,37.0,32,5
95505,35.0,32,7
95506,37.0,32,5
95507,35.0,32,7
95508,35.0,32,5
95509,36.0,32,7
